        96   95.934284(27)                  
        97   96.937340(30)                  
        98   97.941700(40)                  
        99   98.94542(16)                   
        100  99.94987(32)#                  
        101  100.95320(18)                  
        102  101.95921(54)#                 
_________________________________________________________________________
38  Sr  73   72.96597(64)#                    87.62(1)         g,r,f
        74   73.95631(54)#                  
        75   74.94992(32)#                  
        76   75.94161(32)#                  
        77   76.93776(16)                   
        78   77.932179(8)                   
        79   78.929707(9)                   
        80   79.924525(8)                   
        81   80.923213(8)                   
        82   81.918401(6)                   
        83   82.917555(9)                   
        84   83.913425(4)       0.56(1)     
        85   84.912933(4)                   
        86   85.9092624(24)     9.86(1)     
        87   86.9088793(24)     7.00(1)     
        88   87.9056143(24)     82.58(1)    
        89   88.9074529(24)                 
        90   89.9077376(29)                 
        91   90.910210(6)                   
        92   91.911030(7)                   
        93   92.914022(8)                   
        94   93.915360(8)                   
        95   94.919358(8)                   
        96   95.921680(26)                  
        97   96.926149(20)                  
        98   97.928471(27)                  
        99   98.93332(15)                   
        100  99.93535(14)                   
        101  100.94052(13)                  
        102  101.94302(12)                  
        103  102.94895(54)#                 
        104  103.95233(75)#                 
_________________________________________________________________________
39  Y   77   76.94962(32)#                    88.90585(2)       
        78   77.94350(43)#                  
        79   78.93735(48)                   
        80   79.93434(43)#                  
        81   80.929130(70)                  
        82   81.92679(11)                   
        83   82.922350(50)                  
        84   83.92039(10)                   
        85   84.916427(27)                  
        86   85.914888(15)                  
        87   86.9108778(28)                 
        88   87.9095034(29)                 
        89   88.9058479(25)     100         
        90   89.9071514(25)                 
        91   90.907303(3)                   
        92   91.908947(10)                  
        93   92.909582(11)                  
        94   93.911594(8)                   
        95   94.912824(8)                   
        96   95.915898(23)                  
        97   96.918131(13)                  
        98   97.922220(26)                  
        99   98.924635(26)                  
        100  99.927760(80)                  
        101  100.93031(10)                  
        102  101.933560(90)                 
        103  102.93694(32)#                 
        104  103.94145(43)#                 
        105  104.94509(54)#                 
        106  105.95022(75)#                 
_________________________________________________________________________
40  Zr  79   78.94916(43)#                    91.224(2)        g
        80   79.94055(32)#                  
        81   80.93682(32)                   
        82   81.93109(55)                   
        83   82.92865(10)                   
        84   83.92325(21)#                  
        85   84.92147(11)                   
        86   85.916470(30)                  
        87   86.914817(9)                   
        88   87.910226(11)                  
        89   88.908889(4)                   
        90   89.9047037(23)     51.45(40)   
        91   90.9056450(23)     11.22(5)    
        92   91.9050401(23)     17.15(8)    
        93   92.9064756(23)                 
        94   93.9063158(25)     17.38(28)   
        95   94.9080427(25)                 
        96   95.908276(3)       2.80(9)     
        97   96.910951(3)                   
        98   97.912746(21)                  
        99   98.916511(21)                  
        100  99.917760(40)                  
        101  100.921140(30)                 
        102  101.922980(50)                 
        103  102.92660(12)                  
        104  103.92878(43)#                 
        105  104.93305(43)#                 
        106  105.93591(54)#                 
        107  106.94086(64)#                 
        108  107.94428(75)#                 
_________________________________________________________________________
41  Nb  81   80.94905(43)#                    92.90638(2)       
        82   81.94313(32)#                  
        83   82.93670(34)                   
        84   83.93357(32)#                  
        85   84.92791(24)                   
        86   85.925040(90)                  
        87   86.920360(70)                  
        88   87.91796(22)#                  
        89   88.913500(40)                  
        90   89.911264(5)                   
        91   90.906991(3)                   
        92   91.9071932(29)                 
        93   92.9063775(24)     100         
        94   93.9072835(24)                 
        95   94.9068352(20)                 
        96   95.908100(4)                   
        97   96.9080971(28)                 
        98   97.910331(6)                   
        99   98.911618(14)                  
        100  99.914181(28)                  
        101  100.915252(20)                 
        102  101.918040(40)                 
        103  102.919140(70)                 
        104  103.92246(12)                  
        105  104.92393(11)                  
        106  105.92819(32)#                 
        107  106.93031(43)#                 
        108  107.93501(54)#                 
        109  108.93763(54)#                 
        110  109.94268(64)#                 
_________________________________________________________________________
42  Mo  83   82.94874(54)#                    95.94(2)         g
        84   83.94009(43)#                  
        85   84.93659(43)#                  
        86   85.93070(47)                   
        87   86.92733(24)                   
        88   87.921953(22)                  
        89   88.919481(17)                  
        90   89.913936(7)                   
        91   90.911751(12)                  
        92   91.906810(4)       14.84(35)   
        93   92.906812(4)                   
        94   93.9050876(20)     9.25(12)    
        95   94.9058415(20)     15.92(13)   
        96   95.9046789(20)     16.68(2)    
        97   96.9060210(20)     9.55(8)     
        98   97.9054078(20)     24.13(31)   
        99   98.9077116(20)                 
        100  99.907477(6)       9.63(23)    
        101  100.910347(6)                  
        102  101.910297(22)                 
        103  102.913200(70)                 
        104  103.913760(70)                 
        105  104.916970(80)                 
        106  105.918134(23)                 
        107  106.92169(17)                  
        108  107.92358(21)#                 
        109  108.92781(32)#                 
        110  109.92973(43)#                 
        111  110.93451(54)#                 
        112  111.93684(64)#                 
        113  112.94203(64)#                 
_________________________________________________________________________
43  Tc  85   84.94894(54)#                    [98]              
        86   85.94288(32)#                  
        87   86.93653(32)#                  
        88   87.93283(32)#                  
        89   88.92754(23)                   
        90   89.92356(26)                   
        91   90.91843(22)                   
        92   91.915260(28)                  
        93   92.910248(4)                   
        94   93.909656(5)                   
        95   94.907656(6)                   
        96   95.907871(6)                   
        97   96.906365(5)                   
        98   97.907216(4)                   
        99   98.9062546(21)                 
        100  99.9076576(23)                 
        101  100.907314(26)                 
        102  101.909213(10)                 
        103  102.909179(11)                 
        104  103.911440(50)                 
        105  104.911660(60)                 
        106  105.914355(15)                 
        107  106.91508(16)                  
        108  107.91848(14)                  
        109  108.91963(23)#                 
        110  109.92339(43)#                 
        111  110.92505(43)#                 
        112  111.92924(54)#                 
        113  112.93133(64)#                 
        114  113.93588(64)#                 
        115  114.93828(75)#                 
_________________________________________________________________________
44  Ru  87   86.94918(64)#                    101.07(2)        g
        88   87.94042(54)#                  
        89   88.93611(54)#                  
        90   89.92978(43)#                  
        91   90.92638(54)                   
        92   91.92012(32)#                  
        93   92.917050(90)                  
        94   93.911360(14)                  
        95   94.910413(13)                  
        96   95.907598(8)       5.54(14)    
        97   96.907555(9)                   
        98   97.905287(7)       1.87(3)     
        99   98.9059393(21)     12.76(14)   
        100  99.9042197(22)     12.60(7)    
        101  100.9055822(22)    17.06(2)    
        102  101.9043495(22)    31.55(14)   
        103  102.9063237(22)                
        104  103.905430(4)      18.62(27)   
        105  104.907750(4)                  
        106  105.907327(8)                  
        107  106.90991(13)                  
        108  107.91019(13)                  
        109  108.913200(70)                 
        110  109.91397(25)                  
        111  110.91756(32)#                 
        112  111.91855(58)#                 
        113  112.92254(54)#                 
        114  113.92400(39)#                 
        115  114.92831(64)#                 
        116  115.93016(75)#                 
        117  116.93479(86)#                 
        118  117.93703(97)#                 
_________________________________________________________________________
45  Rh  89   88.94938(54)#                    102.90550(2)      
        90   89.94287(54)#                  
        91   90.93655(43)#                  
        92   91.93198(43)#                  
        93   92.92574(43)#                  
        94   93.92170(48)#                  
        95   94.91590(16)                   
        96   95.914518(14)                  
        97   96.911340(40)                  
        98   97.910716(13)                  
        99   98.908132(8)                   
        100  99.908117(22)                  
        101  100.906164(19)                 
        102  101.906843(5)                  
        103  102.905504(3)      100         
        104  103.906655(3)                  
        105  104.905692(5)                  
        106  105.907285(8)                  
        107  106.906751(13)                 
        108  107.90873(11)                  
        109  108.908736(13)                 
        110  109.91095(24)                  
        111  110.91166(22)#                 
        112  111.91461(54)#                 
        113  112.91542(43)#                 
        114  113.91885(32)#                 
        115  114.92012(54)                  
        116  115.92371(54)#                 
        117  116.92535(64)#                 
        118  117.92943(75)#                 
        119  118.93136(86)#                 
        120  119.93578(86)#                 
        121  120.93808(97)#                 
_________________________________________________________________________
46  Pd  91   90.94948(64)#                    106.42(1)        g,r
        92   91.94042(54)#                  
        93   92.93591(43)#                  
        94   93.92877(43)#                  
        95   94.92469(43)#                  
        96   95.91822(16)                   
        97   96.91648(32)                   
        98   97.912721(23)                  
        99   98.911768(16)                  
        100  99.908505(12)                  
        101  100.908289(19)                 
        102  101.905608(3)      1.02(1)     
        103  102.906087(3)                  
        104  103.904035(5)      11.14(8)    
        105  104.905084(5)      22.33(8)    
        106  105.903483(5)      27.33(3)    
        107  106.905128(7)                  
        108  107.903894(4)      26.46(9)    
        109  108.905954(4)                  
        110  109.905152(12)     11.72(9)    
        111  110.907640(40)                 
        112  111.907313(19)                 
        113  112.910150(40)                 
        114  113.910365(26)                 
        115  114.913680(70)                 
        116  115.914160(60)                 
        117  116.91784(32)#                 
        118  117.91898(23)                  
        119  118.92268(32)#                 
        120  119.92403(43)#                 
        121  120.92818(54)#                 
        122  121.92980(54)#                 
        123  122.93426(64)#                 
_________________________________________________________________________
47  Ag  94   93.94278(54)#                    107.8682(2)      g
        95   94.93548(43)#                  
        96   95.93068(43)#                  
        97   96.92400(43)#                  
        98   97.92176(16)                   
        99   98.91760(16)                   
        100  99.916070(80)                  
        101  100.91280(11)                  
        102  101.912000(80)                 
        103  102.908972(18)                 
        104  103.908628(7)                  
        105  104.906528(12)                 
        106  105.906666(6)                  
        107  106.905093(6)      51.839(8)   
        108  107.905954(6)                  
        109  108.904756(3)      48.161(8)   
        110  109.906110(3)                  
        111  110.905295(4)                  
        112  111.907004(18)                 
        113  112.906566(18)                 
        114  113.908808(28)                 
        115  114.908760(40)                 
        116  115.911360(50)                 
        117  116.911680(50)                 
        118  117.914580(70)                 
        119  118.91567(10)                  
        120  119.918790(80)                 
        121  120.91985(16)                  
        122  121.92332(22)#                 
        123  122.92490(32)#                 
        124  123.92853(43)#                 
        125  124.93054(43)#                 
        126  125.93450(43)#                 
        127  126.93688(54)#                 
_________________________________________________________________________
48  Cd  96   95.93977(54)#                    112.411(8)       g
        97   96.93494(43)#                  
        98   97.92758(22)#                  
        99   98.92501(22)#                  
        100  99.92023(10)                   
        101  100.91868(16)                  
        102  101.914780(80)                 
        103  102.913419(17)                 
        104  103.909848(10)                 
        105  104.909468(12)                 
        106  105.906458(6)      1.25(6)     
        107  106.906614(7)                  
        108  107.904183(6)      0.89(3)     
        109  108.904986(4)                  
        110  109.903006(3)      12.49(18)   
        111  110.904182(3)      12.80(12)   
        112  111.9027572(30)    24.13(21)   
        113  112.9044009(30)    12.22(12)   
        114  113.9033581(30)    28.73(42)   
        115  114.905431(3)                  
        116  115.904755(3)      7.49(18)    
        117  116.907218(4)                  
        118  117.906914(22)                 
        119  118.909920(90)                 
        120  119.909851(20)                 
        121  120.912980(90)                 
        122  121.91350(22)#                 
        123  122.917000(40)                 
        124  123.917650(70)                 
        125  124.921250(70)                 
        126  125.922350(60)                 
        127  126.926430(80)                 
        128  127.92776(32)                  
        129  128.93226(43)#                 
        130  129.93398(43)#                 
_________________________________________________________________________
49  In  98   97.94224(54)#                    114.818(3)        
        99   98.93461(54)#                  
        100  99.93115(41)                   
        101  100.92656(32)#                 
        102  101.92471(41)                  
        103  102.919914(27)                 
        104  103.91834(15)                  
        105  104.914673(19)                 
        106  105.913461(15)                 
        107  106.910292(14)                 
        108  107.909720(40)                 
        109  108.907154(6)                  
        110  109.907169(13)                 
        111  110.905111(6)                  
        112  111.905533(6)                  
        113  112.904061(4)      4.29(5)     
        114  113.904917(3)                  
        115  114.903878(5)      95.71(5)    
        116  115.905260(5)                  
        117  116.904516(6)                  
        118  117.906355(9)                  
        119  118.905846(8)                  
        120  119.907960(40)                 
        121  120.907849(29)                 
        122  121.910280(50)                 
        123  122.910439(26)                 
        124  123.913180(50)                 
        125  124.913600(30)                 
        126  125.916460(40)                 
        127  126.917340(40)                 
        128  127.920170(50)                 
        129  128.92166(14)                  
        130  129.924850(50)                 
        131  130.926770(80)                 
        132  131.932920(70)                 
        133  132.93834(43)#                 
        134  133.94466(54)#                 
_________________________________________________________________________
50  Sn  100  99.93895(46)#                    118.710(7)       g
        101  100.93606(54)#                 
        102  101.93049(43)#                 
        103  102.92813(32)#                 
        104  103.92319(16)                  
        105  104.92139(10)                  
        106  105.916880(50)                 
        107  106.915670(90)                 
        108  107.911970(50)                 
        109  108.911287(11)                 
        110  109.907853(17)                 
        111  110.907735(8)                  
        112  111.904821(5)      0.97(1)     
        113  112.905173(4)                  
        114  113.902782(3)      0.66(1)     
        115  114.903346(3)      0.34(1)     
        116  115.901744(3)      14.54(9)    
        117  116.902954(3)      7.68(7)     
        118  117.901606(3)      24.22(9)    
        119  118.903309(3)      8.59(4)     
        120  119.9021966(27)    32.58(9)    
        121  120.9042369(27)                
        122  121.9034401(29)    4.63(3)     
        123  122.9057219(29)                
        124  123.9052746(15)    5.79(5)     
        125  124.9077849(16)                
        126  125.907654(11)                 
        127  126.910351(27)                 
        128  127.910535(29)                 
        129  128.91344(13)                  
        130  129.913850(30)                 
        131  130.916920(80)                 
        132  131.917744(28)                 
        133  132.923810(90)                 
        134  133.92846(11)                  
        135  134.93473(43)#                 
        136  135.93934(54)#                 
        137  136.94579(64)#                 
_________________________________________________________________________
51  Sb  103  102.94012(54)#                   121.760(1)       g
        104  103.93629(39)#                 
        105  104.93153(17)                  
        106  105.92876(34)#                 
        107  106.92415(32)#                 
        108  107.92216(22)#                 
        109  108.918136(20)                 
        110  109.91676(22)#                 
        111  110.91321(22)#                 
        112  111.912395(25)                 
        113  112.909378(24)                 
        114  113.90910(22)                  
        115  114.906599(22)                 
        116  115.906797(6)                  
        117  116.904840(10)                 
        118  117.905532(4)                  
        119  118.903946(9)                  
        120  119.905074(8)                  
        121  120.9038180(24)    57.21(5)    
        122  121.9051754(24)                
        123  122.9042157(22)    42.79(5)    
        124  123.9059375(22)                
        125  124.905248(3)                  
        126  125.907250(30)                 
        127  126.906915(6)                  
        128  127.909167(27)                 
        129  128.909150(23)                 
        130  129.911546(27)                 
        131  130.911950(80)                 
        132  131.914413(25)                 
        133  132.915240(80)                 
        134  133.920550(60)                 
        135  134.92517(11)                  
        136  135.93066(32)#                 
        137  136.93531(43)#                 
        138  137.94096(54)#                 
        139  138.94571(64)#                 
_________________________________________________________________________
52  Te  106  105.93770(43)#                   127.60(3)        g,h
        107  106.93504(32)#                 
        108  107.92949(16)                  
        109  108.927460(80)                 
        110  109.922410(60)                 
        111  110.921120(80)                 
        112  111.91706(18)                  
        113  112.91593(22)#                 
        114  113.91206(22)#                 
        115  114.91158(11)                  
        116  115.90842(10)                  
        117  116.908634(20)                 
        118  117.905825(17)                 
        119  118.906408(9)                  
        120  119.904020(11)     0.09(1)     
        121  120.904930(27)                 
        122  121.9030471(20)    2.55(12)    
        123  122.9042730(19)    0.89(3)     
        124  123.9028195(16)    4.74(14)    
        125  124.9044247(20)    7.07(15)    
        126  125.9033055(20)    18.84(25)   
        127  126.905217(4)                  
        128  127.9044614(19)    31.74(8)    
        129  128.906596(3)                  
        130  129.9062228(21)    34.08(62)   
        131  130.9085219(22)                
        132  131.908524(12)                 
        133  132.910940(80)                 
        134  133.911540(40)                 
        135  134.91645(10)                  
        136  135.920100(50)                 
        137  136.92532(13)                  
        138  137.92922(22)#                 
        139  138.93473(43)#                 
        140  139.93870(54)#                 
        141  140.94439(54)#                 
        142  141.94850(64)#                 
_________________________________________________________________________
53  I   108  107.94329(39)#                   126.90447(3)      
        109  108.93819(16)                  
        110  109.93521(33)#                 
        111  110.93028(32)#                 
        112  111.92797(23)#                 
        113  112.923640(60)                 
        114  113.92185(32)#                 
        115  114.91792(50)#                 
        116  115.91674(15)                  
        117  116.913650(80)                 
        118  117.913380(80)                 
        119  118.910180(70)                 
        120  119.910048(20)                 
        121  120.907366(12)                 
        122  121.907592(6)                  
        123  122.905598(4)                  
        124  123.9062114(26)                
        125  124.9046241(20)                
        126  125.905619(4)                  
        127  126.904468(4)      100         
        128  127.905805(4)                  
        129  128.904987(4)                  
        130  129.906674(4)                  
        131  130.9061242(12)                
        132  131.907995(11)                 
        133  132.907806(28)                 
        134  133.909877(16)                 
        135  134.910050(25)                 
        136  135.914660(50)                 
        137  136.917873(30)                 
        138  137.922380(90)                 
        139  138.926090(30)                 
        140  139.93121(23)#                 
        141  140.93483(32)#                 
        142  141.94018(43)#                 
        143  142.94407(43)#                 
        144  143.94961(54)#                 
_________________________________________________________________________
54  Xe  110  109.94448(43)#                   131.293(6)       g,m
        111  110.94163(33)#                 
        112  111.93567(16)                  
        113  112.93338(10)                  
        114  113.92815(22)#                 
        115  114.92654(26)#                 
        116  115.92174(26)#                 
        117  116.92056(19)                  
        118  117.91657(107)                 
        119  118.91555(13)                  
        120  119.912150(50)                 
        121  120.911386(26)                 
        122  121.908550(90)                 
        123  122.908471(17)                 
        124  123.9058958(21)    0.09(1)     
        125  124.9063982(21)                
        126  125.904269(7)      0.09(1)     
        127  126.905180(4)                  
        128  127.9035304(15)    1.92(3)     
        129  128.9047795(9)     26.44(24)   
        130  129.9035079(10)    4.08(2)     
        131  130.9050819(10)    21.18(3)    
        132  131.9041545(12)    26.89(6)    
        133  132.905906(4)                  
        134  133.9053945(9)     10.44(10)   
        135  134.907207(11)                 
        136  135.907220(8)      8.87(16)    
        137  136.911563(8)                  
        138  137.913990(40)                 
        139  138.918787(23)                 
        140  139.921640(70)                 
        141  140.92665(10)                  
        142  141.92970(11)                  
        143  142.93489(24)#                 
        144  143.93823(34)#                 
        145  144.94367(43)#                 
        146  145.94730(43)#                 
        147  146.95301(54)#                 
_________________________________________________________________________
55  Cs  112  111.95033(33)#                   132.90545(2)      
        113  112.94454(16)                  
        114  113.94142(33)#                 
        115  114.93594(46)#                 
        116  115.93291(38)                  
        117  116.928640(60)                 
        118  117.926555(14)                 
        119  118.922371(15)                 
        120  119.920678(11)                 
        121  120.917184(15)                 
        122  121.916122(18)                 
        123  122.912990(13)                 
        124  123.912246(13)                 
        125  124.909725(8)                  
        126  125.909448(13)                 
        127  126.907418(9)                  
        128  127.907748(6)                  
        129  128.906063(5)                  
        130  129.906706(9)                  
        131  130.905460(6)                  
        132  131.906430(4)                  
        133  132.905447(3)      100         
        134  133.906713(3)                  
        135  134.905972(3)                  
        136  135.907306(4)                  
        137  136.907084(3)                  
        138  137.911011(10)                 
        139  138.913358(5)                  
        140  139.917277(9)                  
        141  140.920044(11)                 
        142  141.924292(11)                 
        143  142.927330(24)                 
        144  143.932030(30)                 
        145  144.935390(50)                 
        146  145.940160(90)                 
        147  146.94386(16)                  
        148  147.94890(63)                  
        149  148.95272(32)#                 
        150  149.95797(54)#                 
        151  150.96200(75)#                 
_________________________________________________________________________
56  Ba  114  113.95094(48)#                   137.327(7)        
        115  114.94771(64)#                 
        116  115.94168(54)#                 
        117  116.93886(70)#                 
        118  117.93344(54)#                 
        119  118.93105(109)                 
        120  119.92605(32)                  
        121  120.92449(33)                  
        122  121.92026(32)#                 
        123  122.91885(32)#                 
        124  123.915088(15)                 
        125  124.91462(27)                  
        126  125.911244(15)                 
        127  126.91112(11)                  
        128  127.908309(12)                 
        129  128.908674(12)                 
        130  129.906310(7)      0.106(1)    
        131  130.906931(7)                  
        132  131.905056(3)      0.101(1)    
        133  132.906002(3)                  
        134  133.904503(3)      2.417(18)   
        135  134.905683(3)      6.592(12)   
        136  135.904570(3)      7.854(24)   
        137  136.905821(3)      11.232(24)  
        138  137.905241(3)      71.698(42)  
        139  138.908835(3)                  
        140  139.910599(9)                  
        141  140.914406(9)                  
        142  141.916448(7)                  
        143  142.920617(14)                 
        144  143.922940(15)                 
        145  144.926920(60)                 
        146  145.930110(80)                 
        147  146.93399(10)                  
        148  147.93768(15)                  
        149  148.94246(43)#                 
        150  149.94562(54)#                 
        151  150.95070(64)#                 
        152  151.95416(75)#                 
        153  152.95961(97)#                 
_________________________________________________________________________
57  La  117  116.95001(96)#                   138.9055(2)      g
        118  117.94657(86)#                 
        119  118.94099(75)#                 
        120  119.93807(64)#                 
        121  120.93301(54)#                 
        122  121.93071(54)#                 
        123  122.92624(43)#                 
        124  123.92453(32)#                 
        125  124.92067(32)#                 
        126  125.91937(32)#                 
        127  126.91616(24)#                 
        128  127.91545(43)                  
        129  128.912670(60)                 
        130  129.91232(22)#                 
        131  130.91011(11)                  
        132  131.910110(50)                 
        133  132.90840(21)                  
        134  133.908490(28)                 
        135  134.906971(11)                 
        136  135.907650(80)                 
        137  136.906470(50)                 
        138  137.907107(4)      0.090(1)    
        139  138.906348(3)      99.910(1)   
        140  139.909473(3)                  
        141  140.910957(5)                  
        142  141.914074(6)                  
        143  142.916059(16)                 
        144  143.919590(60)                 
        145  144.921640(70)                 
        146  145.925700(80)                 
        147  146.927820(80)                 
        148  147.93219(14)                  
        149  148.93437(32)#                 
        150  149.93857(43)#                 
        151  150.94156(54)#                 
        152  151.94611(64)#                 
        153  152.94945(75)#                 
        154  153.95440(86)#                 
        155  154.95813(97)#                 
_________________________________________________________________________
58  Ce  119  118.95276(97)#                   140.116(1)       g,f
        120  119.94664(86)#                 
        121  120.94367(75)#                 
        122  121.93801(64)#                 
        123  122.93551(54)#                 
        124  123.93052(54)#                 
        125  124.92854(43)#                 
        126  125.92410(43)#                 
        127  126.92275(32)#                 
        128  127.91887(32)#                 
        129  128.91809(22)#                 
        130  129.91469(66)#                 
        131  130.91442(44)                  
        132  131.91149(21)#                 
        133  132.91155(21)#                 
        134  133.90903(22)                  
        135  134.909146(12)                 
        136  135.907140(50)     0.185(2)    
        137  136.907780(50)                 
        138  137.905986(11)     0.251(2)    
        139  138.906647(8)                  
        140  139.905434(3)      88.450(51)  
        141  140.908271(3)                  
        142  141.909240(4)      11.114(51)  
        143  142.912381(4)                  
        144  143.913643(4)                  
        145  144.917230(40)                 
        146  145.918690(70)                 
        147  146.922510(60)                 
        148  147.92439(13)                  
        149  148.928290(80)                 
        150  149.93023(13)                  
        151  150.93404(32)#                 
        152  151.93638(43)#                 
        153  152.94058(54)#                 
        154  153.94332(64)#                 
        155  154.94804(75)#                 
        156  155.95126(86)#                 
        157  156.95634(97)#                 
_________________________________________________________________________
59  Pr  121  120.95536(86)#                   140.90765(2)      
        122  121.95165(86)#                 
        123  122.94596(75)#                 
        124  123.94296(64)#                 
        125  124.93783(54)#                 
        126  125.93531(54)#                 
        127  126.93083(43)#                 
        128  127.92880(43)#                 
        129  128.92486(32)#                 
        130  129.92338(32)#                 
        131  130.92006(47)                  
        132  131.91912(21)#                 
        133  132.91620(21)#                 
        134  133.91567(32)#                 
        135  134.91314(16)                  
        136  135.912650(50)                 
        137  136.910680(50)                 
        138  137.910749(16)                 
        139  138.908932(9)                  
        140  139.909071(7)                  
        141  140.907648(3)      100         
        142  141.910040(3)                  
        143  142.910812(3)                  
        144  143.913301(4)                  
        145  144.914507(8)                  
        146  145.917590(60)                 
        147  146.918980(40)                 
        148  147.92218(10)                  
        149  148.923791(11)                 
        150  149.927000(90)                 
        151  150.928230(40)                 
        152  151.93160(32)#                 
        153  152.93365(32)#                 
        154  153.93739(43)#                 
        155  154.93999(54)#                 
        156  155.94412(64)#                 
        157  156.94717(75)#                 
        158  157.95178(86)#                 
        159  158.95523(97)#                 
_________________________________________________________________________
60  Nd  126  125.94307(75)#                   144.24(3)        g,f
        127  126.94050(64)#                 
        128  127.93539(64)#                 
        129  128.93325(39)#                 
        130  129.92878(54)#                 
        131  130.92710(50)                  
        132  131.92312(32)#                 
        133  132.92221(32)#                 
        134  133.91865(36)#                 
        135  134.91824(22)#                 
        136  135.915020(60)                 
        137  136.914640(80)                 
        138  137.91193(22)#                 
        139  138.911920(50)                 
        140  139.909310(21)                 
        141  140.909605(4)                  
        142  141.907719(3)      27.2(5)     
        143  142.909810(3)      12.2(2)     
        144  143.910083(3)      23.8(3)     
        145  144.912569(3)      8.3(1)      
        146  145.913112(3)      17.2(3)     
        147  146.916096(3)                  
        148  147.916889(3)      5.7(1)      
        149  148.920144(3)                  
        150  149.920887(4)      5.6(2)      
        151  150.923825(4)                  
        152  151.924680(30)                 
        153  152.927695(29)                 
        154  153.92948(12)                  
        155  154.93263(16)                  
        156  155.93520(43)#                 
        157  156.93927(54)#                 
        158  157.94187(64)#                 
        159  158.94639(75)#                 
        160  159.94939(86)#                 
        161  160.95433(97)#                 
_________________________________________________________________________
61  Pm  128  127.94826(97)#                   [145]             
        129  128.94316(86)#                 
        130  129.94045(75)#                 
        131  130.93580(64)#                 
        132  131.93375(54)#                 
        133  132.92972(54)#                 
        134  133.92849(42)#                 
        135  134.92462(35)#                 
        136  135.92345(22)                  
        137  136.92071(15)#                 
        138  137.91945(34)#                 
        139  138.916760(60)                 
        140  139.915800(30)                 
        141  140.913607(29)                 
        142  141.912950(50)                 
        143  142.910928(4)                  
        144  143.912586(4)                  
        145  144.912744(4)                  
        146  145.914692(5)                  
        147  146.915134(3)                  
        148  147.917468(7)                  
        149  148.918329(5)                  
        150  149.920979(22)                 
        151  150.921203(6)                  
        152  151.923490(80)                 
        153  152.924113(12)                 
        154  153.926550(80)                 
        155  154.928100(30)                 
        156  155.931060(40)                 
        157  156.93320(32)#                 
        158  157.93669(43)#                 
        159  158.93913(54)#                 
        160  159.94299(64)#                 
        161  160.94586(75)#                 
        162  161.95029(86)#                 
        163  162.95352(97)#                 
_________________________________________________________________________
62  Sm  130  129.94863(97)#                   150.36(3)        g
        131  130.94589(97)#                 
        132  131.94082(75)#                 
        133  132.93873(64)#                 
        134  133.93402(54)#                 
        135  134.93235(54)#                 
        136  135.92830(43)#                 
        137  136.92705(12)                  
        138  137.92354(32)#                 
        139  138.922302(16)                 
        140  139.918991(16)                 
        141  140.918469(13)                 
        142  141.915193(11)                 
        143  142.914624(4)                  
        144  143.911995(4)      3.07(7)     
        145  144.913406(4)                  
        146  145.913037(4)                  
        147  146.914893(3)      14.99(18)   
        148  147.914818(3)      11.24(10)   
        149  148.917180(3)      13.82(7)    
        150  149.917271(3)      7.38(1)     
        151  150.919928(3)                  
        152  151.919728(3)      26.75(16)   
        153  152.922094(3)                  
        154  153.922205(3)      22.75(29)   
        155  154.924636(3)                  
        156  155.925526(10)                 
        157  156.928350(50)                 
        158  157.929990(80)                 
        159  158.93320(32)#                 
        160  159.93514(43)#                 
        161  160.93883(54)#                 
        162  161.94122(64)#                 
        163  162.94536(75)#                 
        164  163.94828(86)#                 
        165  164.95298(97)#                 
_________________________________________________________________________
63  Eu  132  131.95416(97)#                   151.964(1)       g
        133  132.94890(97)#                 
        134  133.94632(75)#                 
        135  134.94172(64)#                 
        136  135.93950(54)#                 
        137  136.93521(54)#                 
        138  137.93345(43)#                 
        139  138.92984(16)#                 
        140  139.928080(60)                 
        141  140.924890(30)                 
        142  141.923400(30)                 
        143  142.920287(14)                 
        144  143.918774(19)                 
        145  144.916261(5)                  
        146  145.917200(8)                  
        147  146.916741(4)                  
        148  147.918154(19)                 
        149  148.917926(5)                  
        150  149.919698(8)                  
        151  150.919846(3)      47.81(3)    
        152  151.921740(3)                  
        153  152.921226(3)      52.19(3)    
        154  153.922975(3)                  
        155  154.922889(3)                  
        156  155.924751(6)                  
        157  156.925419(7)                  
        158  157.927840(80)                 
        159  158.929084(9)                  
        160  159.93197(22)#                 
        161  160.93368(32)#                 
        162  161.93704(43)#                 
        163  162.93921(54)#                 
        164  163.94299(64)#                 
        165  164.94572(75)#                 
        166  165.94997(86)#                 
        167  166.95305(97)#                 
_________________________________________________________________________
64  Gd  136  135.94707(75)#                   157.25(3)        g
        137  136.94465(64)#                 
        138  137.93997(54)#                 
        139  138.93808(54)#                 
        140  139.93395(43)#                 
        141  140.93221(32)#                 
        142  141.92823(32)#                 
        143  142.92674(22)                  
        144  143.92279(22)#                 
        145  144.921690(40)                 
        146  145.918305(6)                  
        147  146.919089(4)                  
        148  147.918110(4)                  
        149  148.919336(5)                  
        150  149.918655(7)                  
        151  150.920344(4)                  
        152  151.919788(3)      0.20(1)     
        153  152.921746(3)                  
        154  153.920862(3)      2.18(3)     
        155  154.922619(3)      14.80(12)   
        156  155.922120(3)      20.47(9)    
        157  156.923957(3)      15.65(2)    
        158  157.924101(3)      24.84(7)    
        159  158.926385(3)                  
        160  159.927051(3)      21.86(19)   
        161  160.929666(3)                  
